# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 60K of event 'cycles'
# Event count (approx.): 721080396983
#
# Children      Self       Samples  Command  Shared Object     Symbol                                      
# ........  ........  ............  .......  ................  ............................................
#
     0.19%     0.19%           112  fio      [kernel.vmlinux]  [k] xas_start
     0.19%     0.18%           109  fio      fio               [.] add_lat_sample
     0.18%     0.15%            88  fio      fio               [.] put_io_u
     0.18%     0.17%           102  fio      [kernel.vmlinux]  [k] check_stack_object
     0.18%     0.17%           103  fio      [kernel.vmlinux]  [k] io_free_batch_list
     0.18%     0.13%            78  fio      [kernel.vmlinux]  [k] aa_file_perm
     0.17%     0.11%            64  fio      [kernel.vmlinux]  [k] _raw_spin_unlock_irqrestore
     0.17%     0.17%           102  fio      [kernel.vmlinux]  [k] __cmpxchg_double_slab.constprop.0.isra.0
     0.15%     0.14%            87  fio      [kernel.vmlinux]  [k] wbt_issue
     0.15%     0.15%            88  fio      [kernel.vmlinux]  [k] folio_mapping
     0.15%     0.10%            60  fio      fio               [.] fio_gettime
     0.14%     0.12%            73  fio      [kernel.vmlinux]  [k] bio_to_wbt_flags
     0.14%     0.00%             1  fio      [kernel.vmlinux]  [k] exc_page_fault
     0.13%     0.13%            81  fio      [kernel.vmlinux]  [k] __io_fill_cqe_req
     0.13%     0.09%            52  fio      fio               [.] in_ramp_time
     0.13%     0.05%            33  fio      [kernel.vmlinux]  [k] _raw_spin_unlock
     0.13%     0.00%             1  fio      [kernel.vmlinux]  [k] do_user_addr_fault
     0.13%     0.09%            53  fio      fio               [.] td_io_prep
     0.12%     0.08%            51  fio      fio               [.] io_u_queued
     0.12%     0.10%            62  fio      [kernel.vmlinux]  [k] iov_iter_npages
     0.12%     0.01%             7  fio      [kernel.vmlinux]  [k] __handle_mm_fault
     0.12%     0.00%             0  fio      [kernel.vmlinux]  [k] handle_mm_fault
     0.11%     0.09%            57  fio      [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.11%     0.10%            61  fio      [kernel.vmlinux]  [k] io_req_task_complete
     0.11%     0.09%            56  fio      [kernel.vmlinux]  [k] is_valid_gup_args
     0.10%     0.09%            54  fio      [kernel.vmlinux]  [k] blk_add_timer
     0.10%     0.08%            50  fio      fio               [.] put_file
     0.10%     0.06%            34  fio      [kernel.vmlinux]  [k] __cond_resched
     0.10%     0.06%            38  fio      fio               [.] utime_since
     0.10%     0.04%            22  fio      [kernel.vmlinux]  [k] folio_mark_dirty
     0.08%     0.07%            42  fio      fio               [.] log_io_u
     0.08%     0.08%            48  fio      [kernel.vmlinux]  [k] iov_iter_is_aligned
     0.08%     0.07%            44  fio      [kernel.vmlinux]  [k] update_io_ticks
     0.08%     0.05%            30  fio      fio               [.] get_file
     0.08%     0.08%            49  fio      [kernel.vmlinux]  [k] iov_iter_advance
     0.08%     0.07%            43  fio      [kernel.vmlinux]  [k] memcg_slab_post_alloc_hook
     0.08%     0.06%            39  fio      fio               [.] ramp_time_over
     0.08%     0.04%            26  fio      fio               [.] put_file_log
     0.07%     0.06%            35  fio      [kernel.vmlinux]  [k] __bio_try_merge_page
     0.07%     0.04%            25  fio      fio               [.] queue_full
     0.06%     0.06%            35  fio      [kernel.vmlinux]  [k] __irqentry_text_end
     0.05%     0.00%             0  fio      [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.05%     0.03%            21  fio      fio               [.] flow_threshold_exceeded
     0.05%     0.04%            26  fio      [kernel.vmlinux]  [k] dput
     0.05%     0.05%            28  fio      [kernel.vmlinux]  [k] pud_huge
     0.05%     0.05%            28  fio      [kernel.vmlinux]  [k] __bio_add_page
     0.05%     0.00%             0  fio      [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.05%     0.02%            12  fio      fio               [.] unlock_file
     0.05%     0.02%            15  fio      fio               [.] td_set_runstate
     0.04%     0.03%            21  fio      [kernel.vmlinux]  [k] change_protection
     0.04%     0.00%             0  fio      [kernel.vmlinux]  [k] change_prot_numa
     0.04%     0.00%             0  fio      [kernel.vmlinux]  [k] task_numa_work
     0.04%     0.02%            10  fio      fio               [.] zbd_unaligned_write
     0.04%     0.03%            19  fio      fio               [.] io_u_mark_complete
     0.04%     0.03%            20  fio      [kernel.vmlinux]  [k] iommu_flush_write_buffer
     0.04%     0.01%             6  fio      [kernel.vmlinux]  [k] charge_memcg
     0.04%     0.03%            16  fio      [kernel.vmlinux]  [k] pmd_huge
     0.04%     0.03%            20  fio      [kernel.vmlinux]  [k] unlock_page
     0.04%     0.00%             0  fio      libc.so.6         [.] clock_gettime@@GLIBC_2.17
     0.04%     0.03%            18  fio      fio               [.] lock_file
     0.04%     0.03%            18  fio      [kernel.vmlinux]  [k] first_iovec_segment
     0.03%     0.03%            20  fio      [kernel.vmlinux]  [k] restore_regs_and_return_to_kernel
     0.03%     0.00%             3  fio      [kernel.vmlinux]  [k] vma_alloc_folio
     0.03%     0.00%             2  fio      libc.so.6         [.] __GI___wait4
     0.03%     0.01%             6  fio      fio               [.] io_uring_submit@plt
     0.03%     0.01%             8  fio      fio               [.] io_u_mark_depth
     0.03%     0.02%            11  fio      [kernel.vmlinux]  [k] should_failslab
     0.03%     0.00%             2  fio      [kernel.vmlinux]  [k] try_charge_memcg
     0.02%     0.01%             9  fio      [kernel.vmlinux]  [k] should_fail_bio
     0.02%     0.00%             0  fio      [kernel.vmlinux]  [k] __vm_munmap
     0.02%     0.00%             0  fio      [kernel.vmlinux]  [k] __x64_sys_munmap
     0.02%     0.00%             0  fio      [kernel.vmlinux]  [k] do_vmi_align_munmap
     0.02%     0.00%             0  fio      [kernel.vmlinux]  [k] do_vmi_munmap
     0.02%     0.00%             0  fio      [kernel.vmlinux]  [k] unmap_region
     0.02%     0.00%             0  fio      libc.so.6         [.] __munmap
     0.02%     0.00%             0  fio      [kernel.vmlinux]  [k] __alloc_pages
     0.02%     0.00%             0  fio      [kernel.vmlinux]  [k] __folio_alloc
     0.02%     0.00%             0  fio      [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.02%     0.00%             1  fio      [kernel.vmlinux]  [k] kfree
     0.02%     0.00%             0  fio      [unknown]         [k] 0000000000000000
     0.02%     0.00%             1  fio      [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.01%             8  fio      [kernel.vmlinux]  [k] get_partial_node.part.0
     0.02%     0.00%             1  fio      [kernel.vmlinux]  [k] __kmem_cache_free
     0.02%     0.00%             1  fio      [kernel.vmlinux]  [k] __do_sys_wait4
     0.02%     0.01%             6  fio      [kernel.vmlinux]  [k] early_xen_iret_patch
     0.02%     0.01%             5  fio      [kernel.vmlinux]  [k] __slab_free
     0.02%     0.00%             0  fio      [kernel.vmlinux]  [k] __x64_sys_wait4
     0.02%     0.00%             2  fio      [kernel.vmlinux]  [k] unmap_page_range
     0.02%     0.00%             0  fio      [kernel.vmlinux]  [k] unmap_single_vma
     0.02%     0.00%             0  fio      [kernel.vmlinux]  [k] unmap_vmas
     0.02%     0.01%             7  fio      [kernel.vmlinux]  [k] I_BDEV
     0.02%     0.00%             0  fio      [kernel.vmlinux]  [k] kernel_wait4
     0.02%     0.02%             7  fio      [vdso]            [.] __vdso_clock_gettime
     0.02%     0.00%             0  fio      [unknown]         [.] 0x000055f04d5cd6b0
     0.02%     0.00%             0  fio      [kernel.vmlinux]  [k] __mod_lruvec_state
     0.01%     0.00%             1  fio      [kernel.vmlinux]  [k] __schedule
     0.01%     0.00%             1  fio      [kernel.vmlinux]  [k] folio_add_lru
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] folio_add_lru_vma
     0.01%     0.00%             1  fio      [kernel.vmlinux]  [k] release_pages
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] free_pages_and_swap_cache
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] tlb_batch_pages_flush
     0.01%     0.00%             1  fio      [kernel.vmlinux]  [k] do_wait
     0.01%     0.00%             1  fio      [kernel.vmlinux]  [k] folio_batch_move_lru
     0.01%     0.01%             4  fio      [vdso]            [.] 0x00000000000006b5
     0.01%     0.00%             0  fio      [vdso]            [.] 0x00007ffd16bee6b8
     0.01%     0.00%             0  fio      libc.so.6         [.] clock_nanosleep@GLIBC_2.2.5
     0.01%     0.01%             7  fio      [kernel.vmlinux]  [k] clear_page_erms
     0.01%     0.00%             0  fio      libc.so.6         [.] __GI___libc_open
     0.01%     0.01%             1  fio      [vdso]            [.] 0x00000000000006ba
     0.01%     0.00%             0  fio      [vdso]            [.] 0x00007ffd16bee6be
     0.01%     0.00%             1  fio      [kernel.vmlinux]  [k] __mod_memcg_lruvec_state
     0.01%     0.00%             2  fio      [kernel.vmlinux]  [k] lru_add_fn
     0.01%     0.01%             6  fio      [kernel.vmlinux]  [k] cmpxchg_double_slab.constprop.0.isra.0
     0.01%     0.01%             5  fio      libc.so.6         [.] __vfprintf_internal
     0.01%     0.00%             1  fio      [kernel.vmlinux]  [k] __mod_lruvec_page_state
     0.01%     0.00%             0  fio      [unknown]         [.] 0x00000000316e3265
     0.01%     0.01%             1  perf-ex  [kernel.vmlinux]  [k] unmap_page_range
     0.01%     0.00%             0  perf-ex  [kernel.vmlinux]  [k] __mmput
     0.01%     0.00%             0  perf-ex  [kernel.vmlinux]  [k] __x64_sys_execve
     0.01%     0.00%             0  perf-ex  [kernel.vmlinux]  [k] begin_new_exec
     0.01%     0.00%             0  perf-ex  [kernel.vmlinux]  [k] bprm_execve
     0.01%     0.00%             0  perf-ex  [kernel.vmlinux]  [k] do_execveat_common.isra.0
     0.01%     0.00%             0  perf-ex  [kernel.vmlinux]  [k] do_syscall_64
     0.01%     0.00%             0  perf-ex  [kernel.vmlinux]  [k] entry_SYSCALL_64
     0.01%     0.00%             0  perf-ex  [kernel.vmlinux]  [k] exit_mmap
     0.01%     0.00%             0  perf-ex  [kernel.vmlinux]  [k] load_elf_binary
     0.01%     0.00%             0  perf-ex  [kernel.vmlinux]  [k] mmput
     0.01%     0.00%             0  perf-ex  [kernel.vmlinux]  [k] unmap_single_vma
     0.01%     0.00%             0  perf-ex  [kernel.vmlinux]  [k] unmap_vmas
     0.01%     0.00%             0  perf-ex  libc.so.6         [.] __GI___execve
     0.01%     0.00%             1  fio      [kernel.vmlinux]  [k] free_unref_page_list
     0.01%     0.01%             4  fio      [kernel.vmlinux]  [k] vm_normal_page
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] schedule
     0.01%     0.00%             2  fio      [kernel.vmlinux]  [k] irqentry_enter_from_user_mode
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] __x64_sys_clock_nanosleep
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] common_nsleep
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] do_nanosleep
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] hrtimer_nanosleep
     0.01%     0.00%             0  fio      [unknown]         [.] 0x00007ffd16bcea10
     0.01%     0.00%             2  fio      [kernel.vmlinux]  [k] page_remove_rmap
     0.01%     0.01%             1  fio      fio               [.] clock_thread_fn
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] __do_sys_newfstatat
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] __x64_sys_newfstatat
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] vfs_fstatat
     0.01%     0.00%             0  fio      libc.so.6         [.] __GI___fstatat64
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] tlb_finish_mmu
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] preempt_schedule_common
     0.01%     0.00%             1  fio      [kernel.vmlinux]  [k] error_return
     0.01%     0.00%             1  fio      [kernel.vmlinux]  [k] enqueue_task
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] __hrtimer_run_queues
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] hrtimer_interrupt
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] hrtimer_wakeup
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] try_to_wake_up
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] ttwu_do_activate
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] wake_up_process
     0.01%     0.00%             2  fio      [kernel.vmlinux]  [k] __io_get_cqe
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] tlb_flush_mmu
     0.01%     0.00%             1  fio      [kernel.vmlinux]  [k] folio_add_new_anon_rmap
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] filename_lookup
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] path_lookupat
     0.01%     0.00%             0  fio      [kernel.vmlinux]  [k] vfs_statx
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000055f04d5d0620
     0.00%     0.00%             3  fio      [kernel.vmlinux]  [k] __free_one_page
     0.00%     0.00%             0  fio      [kernel.vmlinux]  [k] free_pcppages_bulk
     0.00%     0.00%             0  fio      [kernel.vmlinux]  [k] free_unref_page_commit
     0.00%     0.00%             1  fio      [kernel.vmlinux]  [k] pick_next_task_fair
     0.00%     0.00%             2  fio      [kernel.vmlinux]  [k] find_get_pid
     0.00%     0.00%             2  fio      [kernel.vmlinux]  [k] __mod_node_page_state
     0.00%     0.00%             2  fio      libc.so.6         [.] __strcmp_evex
     0.00%     0.00%             1  fio      [kernel.vmlinux]  [k] _raw_read_lock
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000055f04d5d8240
     0.00%     0.00%             0  fio      [kernel.vmlinux]  [k] get_mem_cgroup_from_mm
     0.00%     0.00%             3  fio      [kernel.vmlinux]  [k] rmqueue_bulk
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000055f04d5d05a0
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000000008000
     0.00%     0.00%             1  fio      [kernel.vmlinux]  [k] inode_permission
     0.00%     0.00%             0  fio      [kernel.vmlinux]  [k] link_path_walk.part.0.constprop.0
     0.00%     0.00%             1  fio      [kernel.vmlinux]  [k] down_read_trylock
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000055f04d5d2780
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000055f04d5d71c0
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000055f04d5d2b40
     0.00%     0.00%             2  fio      [kernel.vmlinux]  [k] wait_consider_task
     0.00%     0.00%             1  fio      [kernel.vmlinux]  [k] psi_task_change
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000055f04d5d7740
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000055f04bf13181
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000055f04d5d2200
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000055f04d5d5e00
     0.00%     0.00%             2  fio      libc.so.6         [.] getenv
     0.00%     0.00%             2  fio      fio               [.] reap_threads
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000055f04d5d37c0
     0.00%     0.00%             1  fio      [kernel.vmlinux]  [k] psi_task_switch
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000055f04d5d1900
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000055f04d5d6a80
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000055f04d5d2ec0
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000055f04d5d6540
     0.00%     0.00%             2  fio      [kernel.vmlinux]  [k] psi_group_change
